image,line_stat,bill_cycl,serv_type,serv_code,tenure,contract_month,ce_expiry,secured_revenue,bandwidth,term_reas_code,term_reas_desc,complaint_cnt,with_phone_service,Churn,effc_strt_date_year,effc_strt_date_month,effc_strt_date_day,effc_end_date_year,effc_end_date_month,effc_end_date_day
201801,AC,1,BBS,VPXMXMDURN,110,24,-38,135,10M,,,0,Y,Y,2014,8,12,2016,7,12
201801,AC,1,BBS,VPXMXMDURN,111,24,3,198,10M,,,0,N,N,2018,5,16,2020,5,15
201801,AC,1,BBS,VS030DUN,111,24,2,170,30M,,,0,N,N,2018,4,25,2020,4,24
201801,AC,1,BBS,VAXMXMFSXX,111,24,4,270,10M,,,0,N,N,2018,6,13,2020,12,6
201801,AC,1,BBS,PF100DUN,77,24,19,100,100M (FTTO),,,0,N,N,2019,9,9,2021,8,9
201801,CN,1,BBS,VAXMXMFSRN1,111,18,-26,2250,10M,COM15,COM-Unsatisfy Service quality,0,Y,Y,2016,6,24,2017,12,23
201801,AC,1,BBS,VS100DUR,111,24,7,422,100M,,,0,Y,N,2018,8,29,2020,8,28
201801,AC,1,BBS,VS100DUR,87,24,7,422,100M,,,0,Y,N,2018,8,29,2020,8,28
201801,AC,1,BBS,VS100FSR,111,24,6,293,100M,,,0,Y,N,2018,7,29,2020,7,28
201801,AC,1,BBS,VS100DUN,64,24,13,140,100M,,,0,Y,N,2019,8,3,2021,7,3
201801,AC,1,BBS,VS030DUN,61,24,8,193,30M,,,0,N,N,2018,1,10,2020,9,30
201801,AC,1,BBS,VPXMXMDUXX,111,24,17,147,10M,,,1,Y,N,2019,1,7,2021,6,30
201801,AC,1,BBS,VS030DUN,111,24,16,130,30M,,,0,N,N,2019,1,6,2021,5,31
201801,IS,1,BBS,VS100DUN,111,24,-41,178,100M,,,0,N,Y,2014,4,9,2016,3,9
201801,AC,1,BBS,ES030DUR,110,24,22,163,30M,,,0,Y,N,2019,11,29,2021,11,28
201801,AC,1,BBS,VS100DUN,87,24,9,160,100M,,,0,Y,N,2018,2,11,2020,1,11
201801,AC,1,BBS,VS100DUN,53,26,19,246,100M,,,0,Y,N,2019,4,7,2021,3,9
201801,AC,1,BBS,PF100DUN,18,24,6,172,100M (FTTO),,,0,Y,N,2018,8,8,2020,7,8
201801,AC,1,BBS,PF100DUR,111,24,9,178,100M (FTTO),,,0,Y,N,2018,6,11,2020,5,11
201801,AC,1,BBS,VAXMXMFSXX,64,24,10,228,10M,,,0,Y,N,2018,12,18,2020,12,17
201801,AC,1,BBS,VS030DUR,111,12,3,282,30M,,,0,N,N,2019,5,26,2020,5,25
201801,AC,1,BBS,VAXMXMFSRN1,111,39,-21,242,10M,,,2,N,Y,2015,5,2,2018,4,5
201801,CN,1,BBS,VAXMXMFSRN1,110,24,-25,2250,10M,NET,Network Problem,0,N,Y,2016,1,1,2017,12,31
201801,AC,1,BBS,VAXMXMFSRN1,83,24,9,240,10M,,,0,Y,N,2018,10,11,2020,9,11
201801,AC,1,BBS,VS100DUR,25,24,18,888.48,100M,,,0,Y,N,2019,8,15,2021,8,14
201801,AC,1,BBS,VS100DUN,111,24,10,198,100M,,,0,Y,N,2018,12,16,2020,12,15
201801,AC,1,BBS,PF100DUN,110,24,24,203,100M (FTTO),,,0,Y,N,2020,3,2,2022,2,2
201801,AC,1,BBS,PF100DUR,111,24,13,178,100M (FTTO),,,0,Y,N,2019,1,3,2021,2,28
201801,AC,1,BBS,VPXMXMDURN,109,25,4,150,10M,,,0,Y,N,2018,4,30,2020,5,30
201801,AC,1,BBS,VS100DUR,111,24,-19,198,100M,,,0,N,Y,2016,11,7,2018,10,7
201801,AC,1,BBS,VPXMXMDUXX,111,24,-3,163,10M,,,0,N,N,2017,11,14,2019,11,13
201801,AC,1,BBS,VS100DUN,111,24,6,188,100M,,,0,Y,N,2018,8,20,2020,8,19
201801,AC,1,BBS,VPXMXMDURN,107,24,12,163,10M,,,0,Y,N,2019,11,2,2021,10,2
201801,AC,1,BBS,VAXMXMFSRN1,110,24,22,210,10M,,,0,N,N,2019,12,19,2021,12,18
201801,AC,1,BBS,VS100FSR,111,24,-23,408,100M,,,0,N,Y,2016,3,17,2018,3,16
201801,AC,1,BBS,VS100DUR,111,24,20,248,100M,,,0,Y,N,2019,2,10,2021,1,10
201801,AC,1,BBS,PF100DUP,45,45,12,160,100M (FTTO),,,0,N,N,2017,4,29,2021,1,28
201801,AC,1,BBS,PF100DUR,26,24,22,208,100M (FTTO),,,0,Y,N,2019,9,12,2021,8,12
201801,AC,1,BBS,VS030DUN,111,24,4,180,30M,,,0,Y,N,2018,1,6,2020,5,31
201801,AC,1,BBS,VS100F6N,86,24,-40,1200,100M,,,2,N,Y,2014,9,29,2016,9,28
201801,AC,1,BBS,VS030DUR,107,24,10,160,30M,,,0,Y,N,2018,4,12,2020,3,12
201801,AC,1,BBS,VPXMXMDURN,111,24,9,170,10M,,,0,Y,N,2018,8,11,2020,7,11
201801,AC,1,BBS,VPXMXMDURN,109,24,11,175,10M,,,0,Y,N,2019,5,1,2021,4,1
201801,AC,1,BBS,VS030DUN,111,24,8,390,30M,,,0,Y,N,2018,9,29,2020,9,28
201801,AC,1,BBS,VS030DUN,87,24,8,390,30M,,,0,Y,N,2018,9,29,2020,9,28
201801,AC,1,BBS,VS100DUN,16,24,8,390,100M,,,0,Y,N,2018,9,30,2020,9,29
201801,AC,1,BBS,VS030F6N,63,24,9,1080,30M,,,0,N,N,2018,9,11,2020,8,11
201801,AC,1,BBS,VS100DUR,110,24,6,160,100M,,,0,Y,N,2018,1,8,2020,7,31
201801,AC,1,BBS,VAXMXMFSXX,109,24,22,330,10M,,,0,Y,N,2019,1,12,2021,11,30
201801,AC,1,BBS,VS030DUN,111,24,7,198,30M,,,0,N,N,2018,9,18,2020,9,17
201801,AC,1,BBS,PF100DUPR,107,24,13,178,100M (FTTO),,,0,Y,N,2019,9,3,2021,8,3
201801,AC,1,BBS,VS030DUN,111,24,9,190,30M,,,0,Y,N,2018,1,11,2020,10,31
201801,AC,1,BBS,VS100DUR,110,24,6,160,100M,,,0,N,N,2018,8,23,2020,8,22
201801,AC,1,BBS,VS100DUSA,17,24,-18,160,100M,,,0,N,Y,2016,8,23,2018,8,22
201801,AC,1,BBS,VS030DUN,88,24,19,198,30M,,,0,N,N,2019,1,9,2021,8,31
201801,AC,1,BBS,VS030FSR,102,24,-6,496,30M,,,0,Y,Y,2017,1,8,2019,7,31
201801,AC,1,BBS,EAXMXMFSRN1,89,24,5,496,10M,,,0,Y,N,2018,7,16,2020,7,15
201801,AC,1,BBS,EAXMXMFSXX,111,24,3,242,10M,,,0,N,N,2018,5,24,2020,5,23
201801,AC,1,BBS,VS100DUR,109,24,9,160,100M,,,0,Y,N,2018,1,11,2020,10,31
201801,AC,1,BBS,VS100FSR,110,24,21,288,100M,,,0,Y,N,2019,11,15,2021,11,14
201801,AC,1,BBS,VS100DUN,3,24,21,288,100M,,,0,Y,N,2019,11,15,2021,11,14
201801,AC,1,BBS,VAXMXMFSRN1,84,24,13,228,10M,,,0,Y,N,2019,3,21,2021,3,20
201801,AC,1,BBS,VS100FSR,110,24,2,738,100M,,,0,Y,N,2018,3,29,2020,3,28
201801,AC,1,BBS,VS100DUN,22,24,2,738,100M,,,0,Y,N,2018,3,29,2020,3,28
201801,AC,1,BBS,VPXMXMDURN,110,24,6,168,10M,,,0,N,N,2018,1,8,2020,7,31
201801,AC,1,BBS,VPXMXMDUXX,101,24,19,140,10M,,,1,Y,N,2019,3,9,2021,2,9
201801,AC,1,BBS,EAXMXMFSRN1,110,12,-8,242,10M,,,0,Y,Y,2018,1,6,2019,5,31
201801,AC,1,BBS,VS030DUR,110,30,12,160,30M,,,0,Y,N,2018,8,24,2021,2,23
201801,AC,1,BBS,VS030DUR,94,24,12,185,30M,,,0,Y,N,2019,1,29,2021,1,28
201801,IS,1,BBS,VPXMXMDURN,103,24,8,192,10M,,,0,Y,N,2018,1,10,2020,9,30
201801,AC,1,BBS,PF100DUR,49,24,24,138,100M (FTTO),,,0,Y,N,2020,1,2,2022,1,31
201801,AC,1,BBS,VA2M2MFM3X,101,24,18,300,BELOW 10M,,,0,N,N,2019,7,30,2021,7,29
201801,AC,1,BBS,VPXMXMDURN,101,24,12,163,10M,,,0,N,N,2019,1,29,2021,1,28
201801,AC,1,BBS,VS030DUN,110,24,-51,160,30M,,,0,N,Y,2013,10,31,2015,10,30
201801,AC,1,BBS,VS100FSR,110,24,20,400,100M,,,0,Y,N,2019,10,24,2021,10,23
201801,AC,1,BBS,VS100DUN,111,39,-17,198,100M,,,0,Y,Y,2015,6,19,2018,9,18
201801,AC,1,BBS,PF100FSR,109,24,11,408,100M (FTTO),,,0,Y,N,2019,12,1,2021,11,1
201801,AC,1,BBS,VAXMXMFSRN1,83,25,-22,290,10M,,,1,N,Y,2016,9,3,2018,8,4
201801,AC,1,BBS,VA6M6MFMRN,110,24,21,2352,BELOW 10M,,,0,Y,N,2019,8,11,2021,7,11
201801,AC,1,BBS,VS030DUN,107,24,-15,2352,30M,,,0,Y,Y,2016,11,26,2018,11,25
201801,AC,1,BBS,VS030DUN,107,24,21,2352,30M,,,0,Y,N,2019,8,11,2021,7,11
201801,AC,1,BBS,VS030DUN,84,24,9,2352,30M,,,0,Y,N,2018,11,26,2020,11,25
201801,AC,1,BBS,VA6M6MFMRN,32,24,16,2352,BELOW 10M,,,0,Y,N,2019,5,29,2021,5,28
201801,AC,1,BBS,VS030DUR,32,24,16,2352,30M,,,0,Y,N,2019,5,29,2021,5,28
201801,IS,1,BBS,VPXMXMDUXX,110,24,-87,148,10M,,,0,N,N,2010,11,19,2012,11,18
201801,AC,1,BBS,VS100DUR,110,24,21,285,100M,,,0,Y,N,2019,1,11,2021,10,31
201801,AC,1,BBS,VS030DUR,110,24,20,198,30M,,,0,N,N,2019,1,10,2021,9,30
201801,AC,1,BBS,VPXMXMDURN,76,24,19,136,10M,,,0,Y,N,2019,9,24,2021,9,23
201801,AC,1,BBS,VPXMXMDUXX,62,24,-12,163,10M,,,2,Y,Y,2017,3,2,2019,2,2
201801,AC,1,BBS,VAXMXMFSRN1,110,24,11,308,10M,,,0,Y,N,2019,2,1,2021,1,1
201801,AC,1,BBS,VS030DUR,110,24,13,172,30M,,,0,Y,N,2019,8,3,2021,7,3
201801,AC,1,BBS,VS100FSN,110,39,6,319,100M,,,0,N,N,2017,4,5,2020,3,8
201801,AC,1,BBS,VS100FSR,110,33,3,354,100M,,,0,N,N,2017,1,8,2020,4,30
201801,CN,1,BBS,PF300DUN,25,24,-25,1103,300M (FTTO),NU,No Use,0,N,Y,2015,12,29,2017,12,28
201801,AC,1,BBS,VPXMXMDURN,109,24,12,173,10M,,,0,N,N,2019,1,2,2021,1,31
201801,AC,1,BBS,VS100DUN,110,24,9,187,100M,,,0,Y,N,2018,12,11,2020,11,11
201801,AC,1,BBS,ES100FSR,110,24,-19,354,100M,,,0,N,Y,2016,6,30,2018,6,29
201801,AC,1,BBS,VS100DUR,106,24,14,260,100M,,,0,Y,N,2019,4,14,2021,4,13
201801,AC,1,BBS,VPXMXMDURN,110,24,4,140,10M,,,0,Y,N,2018,3,6,2020,2,6
201801,AC,1,BBS,VS100DUN,110,24,9,150,100M,,,0,Y,N,2018,11,24,2020,11,23
201801,AC,1,BBS,VS030DUR,109,24,4,203,30M,,,0,Y,N,2018,3,6,2020,2,6
201801,AC,1,BBS,VS100DUR,110,24,7,198,100M,,,0,Y,N,2018,11,9,2020,10,9
201801,AC,1,BBS,VS030DUN,110,25,-14,188,30M,,,0,Y,Y,2016,12,11,2018,11,12
201801,AC,1,BBS,VS030DUR,88,24,11,184,30M,,,0,Y,N,2019,1,19,2021,1,18
201801,AC,1,BBS,VPXMXMDUXX,110,24,5,150,10M,,,0,N,N,2018,1,7,2020,6,30
201801,AC,1,BBS,VS030DUR,110,24,3,178,30M,,,0,Y,N,2018,1,5,2020,4,30
201801,AC,1,BBS,PF100DUR,110,32,6,243,100M (FTTO),,,0,Y,N,2017,12,14,2020,8,13
201801,AC,1,BBS,ES030DUR,110,24,-17,178,30M,,,0,Y,Y,2016,1,9,2018,8,31
201801,AC,1,BBS,VS030DUN,110,24,7,180,30M,,,0,Y,N,2018,8,31,2020,8,30
201801,AC,1,BBS,VS030DUN,110,24,9,178,30M,,,0,Y,N,2018,1,11,2020,10,31
201801,AC,1,BBS,VS100F6N,110,24,8,5560,100M,,,1,Y,N,2018,9,28,2020,9,27
201801,AC,1,BBS,VS100F6N,53,24,19,5560,100M,,,0,Y,N,2019,9,13,2021,12,9
201801,AC,1,BBS,PF100DUR,110,24,6,228,100M (FTTO),,,0,Y,N,2018,8,8,2020,7,8
201801,AC,1,BBS,VAXMXMFSRN1,110,24,0,242,10M,,,0,Y,N,2018,2,22,2020,2,21
201801,AC,1,BBS,VS030DUR,109,26,-11,173,30M,,,1,Y,Y,2017,3,1,2019,2,3
201801,AC,1,BBS,VS100DUR,82,24,-26,148,100M,,,0,N,Y,2015,12,22,2017,12,21
201801,AC,1,BBS,VS100FSR,28,24,-4,354,100M,,,0,Y,Y,2017,10,14,2019,10,13
201801,AC,1,BBS,VS100DUN,110,24,6,163,100M,,,0,Y,N,2018,4,8,2020,3,8
201801,AC,1,BBS,VS030DUR,110,24,10,178,30M,,,0,N,N,2018,1,12,2020,11,30
201801,AC,1,BBS,VS100DUN,110,24,4,160,100M,,,0,Y,N,2018,6,20,2020,6,19
201801,AC,1,BBS,PF100DUR,14,40,10,160,100M (FTTO),,,0,N,N,2017,3,8,2020,2,12
201801,AC,1,BBS,VAXMXMFMRN,110,24,-22,1032,10M,,,0,N,Y,2016,1,4,2018,3,31
201801,AC,1,BBS,VAXMXMFSRN1,93,24,-22,1032,10M,,,0,N,Y,2016,3,28,2018,3,27
201801,AC,1,BBS,VS030FSN,56,24,14,332,30M,,,0,N,N,2019,1,4,2021,3,31
201801,AC,1,BBS,VS100DUSAR,108,24,14,198,100M,,,0,Y,N,2019,3,28,2021,3,27
201801,AC,1,BBS,EPXMXMDURN,110,24,-20,180,10M,,,1,Y,Y,2016,6,6,2018,5,6
201801,AC,1,BBS,ES100DUR,41,24,7,208,100M,,,0,Y,N,2018,1,9,2020,8,31
201801,AC,1,BBS,VS030DUR,110,12,7,212,30M,,,0,Y,N,2019,1,9,2020,8,31
201801,AC,1,BBS,VPXMXMDURN,110,24,9,163,10M,,,0,N,N,2018,11,15,2020,11,14
201801,AC,1,BBS,VS100DUR,86,24,8,203,100M,,,0,Y,N,2018,8,10,2020,7,10
201801,AC,1,BBS,VS030F6N,110,36,9,1296,30M,,,0,Y,N,2017,10,30,2020,10,29
201801,AC,1,BBS,VS100DUN,110,24,10,198,100M,,,0,Y,N,2018,1,12,2020,11,30
201801,AC,1,BBS,VAXMXMFSXX,110,24,10,220,10M,,,0,Y,N,2018,5,12,2020,4,12
201801,AC,1,BBS,VS100DUR,104,24,-54,190,100M,,,0,Y,Y,2013,10,8,2015,9,8
201801,AC,1,BBS,VPXMXMDURN,85,24,7,150,10M,,,0,N,N,2018,9,21,2020,9,20
201801,AC,1,BBS,VS100DUN,4,24,19,102,100M,,,0,Y,N,2019,9,26,2021,9,25
201801,AC,1,BBS,VPXMXMDURN,109,24,9,163,10M,,,0,Y,N,2018,11,24,2020,11,23
201801,AC,1,BBS,EAXMXMFM2X,110,24,21,800,10M,,,0,N,N,2019,11,26,2021,11,25
201801,IS,1,BBS,VPXMXMDURN,110,24,10,173,10M,,,0,Y,N,2018,1,12,2020,11,30
201801,AC,1,BBS,VPXMXMDURN,109,24,6,142,10M,,,0,Y,N,2018,1,8,2020,7,31
201801,AC,1,BBS,VS050DUR,110,24,8,178,50M,,,0,Y,N,2018,10,21,2020,10,20
201801,AC,1,BBS,VPXMXMDURN,109,24,14,100,10M,,,0,Y,N,2019,1,4,2021,3,31
201801,AC,1,BBS,ES100DUR,26,24,21,140,100M,,,0,Y,N,2019,1,11,2021,10,31
201801,AC,1,BBS,VS030DUN,110,24,13,198,30M,,,0,Y,N,2019,3,13,2021,12,3
201801,AC,1,BBS,PF100DUN,84,36,3,14476,100M (FTTO),,,0,N,N,2017,5,15,2020,5,14
201801,AC,1,BBS,PF100DUN,60,36,2,14476,100M (FTTO),,,0,N,N,2017,10,4,2020,9,4
201801,AC,1,BBS,VS100FSN,11,12,0,398,100M,,,0,N,N,2019,2,15,2020,2,14
201801,AC,1,BBS,PF100DUN,109,34,7,178,100M (FTTO),,,0,Y,N,2017,9,11,2020,8,9
201801,AC,1,BBS,VPXMXMDURN,107,24,11,188,10M,,,0,Y,N,2019,1,18,2021,1,17
201801,AC,1,BBS,VS100FSR,83,24,-13,326,100M,,,0,Y,Y,2017,1,1,2018,12,31
201801,AC,1,BBS,PF100DUN,19,24,5,160,100M (FTTO),,,0,N,N,2018,6,7,2020,5,7
201801,AC,1,BBS,VS030DUN,109,24,11,183,30M,,,0,Y,N,2019,1,23,2021,1,22
201801,AC,1,BBS,ES100DUR,85,24,-13,210,100M,,,1,Y,Y,2017,6,1,2019,5,1
201801,IS,1,BBS,VP2M2MDU2X,107,24,-108,198,BELOW 10M,,,0,N,N,2009,2,25,2011,2,24
201801,AC,1,BBS,VPXMXMDURN,109,24,5,148,10M,,,0,Y,N,2018,3,7,2020,2,7
201801,AC,1,BBS,PF100DUR,103,24,17,178,100M (FTTO),,,0,Y,N,2019,6,7,2021,5,7
201801,AC,1,BBS,VS030DUN,109,25,-84,206,30M,,,0,Y,Y,2011,2,1,2013,1,2
201801,AC,1,BBS,VAXMXMFM2X,54,24,18,1680,10M,,,1,N,N,2019,11,8,2021,10,8
201801,AC,1,BBS,PF100FSN,54,24,20,1680,100M (FTTO),,,1,N,N,2019,6,10,2021,5,10
201801,AC,1,BBS,PF100FSR,43,24,5,438,100M (FTTO),,,0,N,N,2018,6,30,2020,6,29
201801,AC,1,BBS,VS100DUR,109,24,21,164,100M,,,0,Y,N,2019,1,11,2021,10,31
201801,AC,1,BBS,VPXMXMDUXX,109,24,8,163,10M,,,0,Y,N,2018,10,20,2020,10,19
201801,AC,1,BBS,VPXMXMDUXX,95,24,-4,163,10M,,,0,Y,Y,2017,1,10,2019,9,30
201801,AC,1,BBS,VPXMXMDURN,94,24,-4,163,10M,,,0,Y,Y,2017,1,10,2019,9,30
201801,AC,1,BBS,VPXMXMDUXX,40,24,7,218,10M,,,0,Y,N,2018,9,18,2020,9,17
201801,AC,1,BBS,VAXMXMFMRN,110,24,-17,1380,10M,,,0,N,Y,2016,1,9,2018,8,31
201801,AC,1,BBS,PF100FSR,110,24,1,288,100M (FTTO),,,0,N,N,2018,3,20,2020,3,19
201801,AC,1,BBS,PF100DUP,110,24,16,110,100M (FTTO),,,0,N,N,2019,6,20,2021,6,19
201801,CN,1,BBS,VA2M2MFM3X,110,24,-44,548,BELOW 10M,CLB,Closing Business,0,N,Y,2014,1,6,2016,5,31
201801,AC,1,BBS,VS030DUR,86,24,8,198,30M,,,1,Y,N,2018,1,10,2020,9,30
201801,AC,1,BBS,VS030F6N,4,24,19,1518,30M,,,0,Y,N,2019,9,18,2021,9,17
201801,IS,1,BBS,VS030DUN,71,24,-23,178,30M,,,0,N,Y,2016,3,15,2018,3,14
201801,AC,1,BBS,ES030FSN,109,24,11,383,30M,,,0,N,N,2019,1,1,2020,12,31
201801,AC,1,BBS,EAXMXMFSRN1,110,38,26,290,10M,,,0,N,N,2019,11,2,2022,10,4
201801,AC,1,BBS,VS030DUN,109,24,14,178,30M,,,0,Y,N,2019,1,4,2021,3,31
201801,IS,1,BBS,VPXMXMDURN,109,30,-73,148,10M,,,0,N,N,2011,7,18,2014,1,17
201801,AC,1,BBS,VPXMXMDURN,109,24,-20,163,10M,,,0,N,Y,2016,1,6,2018,5,31
201801,AC,1,BBS,VS100DUN,109,24,-37,178,100M,,,0,N,Y,2015,1,1,2016,12,31
201801,AC,1,BBS,ES100DUR,109,24,-17,268,100M,,,0,N,Y,2016,1,9,2018,8,31
201801,AC,1,BBS,VPXMXMDUXX,109,26,22,191,10M,,,0,Y,N,2019,1,10,2021,11,30
201801,AC,1,BBS,VS100DUN,109,24,20,187,100M,,,0,Y,N,2019,10,10,2021,9,10
201801,AC,1,BBS,VS030DUR,109,24,-9,198,30M,,,0,Y,Y,2017,1,5,2019,4,30
201801,AC,1,BBS,ES100DUR,109,24,8,170,100M,,,0,N,N,2018,1,10,2020,9,30
201801,AC,1,BBS,PF100DUR,108,24,10,184,100M (FTTO),,,0,Y,N,2018,1,12,2020,11,30
201801,AC,1,BBS,VS030FSR,98,24,16,446,30M,,,0,Y,N,2019,1,6,2021,5,31
201801,AC,1,BBS,VS030DUR,75,24,16,446,30M,,,0,Y,N,2019,1,6,2021,5,31
201801,AC,1,BBS,VS100FSR,109,38,12,440,100M,,,0,N,N,2017,2,12,2021,1,2
201801,AC,1,BBS,VS100FSR,86,24,23,440,100M,,,0,N,N,2020,2,1,2022,1,1
201801,AC,1,BBS,VS100DUN,109,24,23,360.74,100M,,,0,Y,N,2020,1,25,2022,1,24
201801,AC,1,BBS,VS100DUN,51,24,20,222,100M,,,0,Y,N,2019,10,23,2021,10,22
201801,AC,1,BBS,ES100DUN,95,24,-26,258,100M,,,1,Y,Y,2015,11,30,2017,11,29
201801,AC,1,BBS,VS030DUN,109,24,9,198,30M,,,0,Y,N,2018,1,11,2020,10,31
201801,AC,1,BBS,VS030DUN,107,30,9,188,30M,,,0,Y,N,2018,5,26,2020,11,25
201801,AC,1,BBS,PF100DUN,107,24,13,210,100M (FTTO),,,0,N,N,2019,5,3,2021,4,3
201801,AC,1,BBS,VS030DUN,109,24,-14,188,30M,,,0,N,Y,2016,12,20,2018,12,19
201801,AC,1,BBS,VS030DUN,109,24,8,190,30M,,,2,Y,N,2018,10,21,2020,10,20
201801,AC,1,BBS,VS100DUN,81,26,-8,270,100M,,,0,Y,Y,2017,4,26,2019,6,25
201801,AC,1,BBS,VS100DUN,109,24,24,236.06,100M,,,0,N,N,2020,1,28,2022,1,27
201801,AC,1,BBS,VS100DUR,109,24,6,188,100M,,,0,N,N,2018,1,8,2020,7,31
201801,AC,1,BBS,VPXMXMDURN,109,24,-17,136,10M,,,0,N,Y,2016,1,9,2018,8,31
201801,AC,1,BBS,VAXMXMFSRN1,108,24,12,221,10M,,,0,Y,N,2019,2,15,2021,2,14
201801,AC,1,BBS,VS030FSR,64,33,-5,550,30M,,,0,N,Y,2016,12,15,2019,9,13
201801,AC,1,BBS,VS030FSR,60,33,-5,550,30M,,,0,N,Y,2016,12,15,2019,9,13
201801,AC,1,BBS,VS100DUN,109,31,-14,248,100M,,,0,N,Y,2016,5,21,2018,12,20
201801,AC,1,BBS,VS030FSN,109,24,12,320,30M,,,1,Y,N,2019,1,2,2021,1,31
201801,AC,1,BBS,VPXMXMDUXX,109,24,-16,143,10M,,,0,Y,Y,2016,1,10,2018,9,30
201801,AC,1,BBS,VS030DUN,109,24,-14,193,30M,,,0,N,Y,2016,12,18,2018,12,17
201801,AC,1,BBS,EPXMXMDURN,109,24,10,141,10M,,,0,Y,N,2018,11,27,2020,11,26
201801,AC,1,BBS,VS100DUR,109,24,17,172,100M,,,0,Y,N,2019,6,29,2021,6,28
201801,AC,1,BBS,VS030DUR,109,24,11,163,30M,,,0,Y,N,2019,5,1,2021,4,1
201801,AC,1,BBS,VS030DUR,109,24,11,163,30M,,,0,Y,N,2019,5,1,2021,4,1
201801,AC,1,BBS,VS100FSR,81,24,-8,954,100M,,,0,Y,Y,2017,1,6,2019,5,31
201801,AC,1,BBS,VS100FSR,33,24,14,954,100M,,,0,Y,N,2019,4,16,2021,4,15
201801,AC,1,BBS,VS100DUN,23,24,2,954,100M,,,0,Y,N,2018,1,4,2020,3,31
201801,AC,1,BBS,VS100DUN,22,24,-23,954,100M,,,0,Y,Y,2016,3,22,2018,3,21
201801,AC,1,BBS,PF100DUN,21,24,2,954,100M (FTTO),,,0,Y,N,2018,4,20,2020,4,19
201801,AC,1,BBS,VS100DUN,109,24,14,160,100M,,,0,N,N,2019,1,4,2021,3,31
201801,AC,1,BBS,VS100DUN,64,35,10,196,100M,,,0,Y,N,2018,1,24,2020,12,23
201801,AC,1,BBS,PF1000F6H,28,28,2,2350,1000M (FTTO),,,0,N,N,2017,12,26,2020,4,24
201801,AC,1,BBS,VS100FSN,18,24,-18,288,100M,,,0,N,Y,2016,8,8,2018,7,8
201801,AC,1,BBS,VS100DUN,102,24,6,212,100M,,,0,Y,N,2018,8,21,2020,8,20
201801,AC,1,BBS,VS030DUN,102,24,7,160,30M,,,0,Y,N,2018,9,20,2020,9,19
201801,AC,1,BBS,VS030DUN,12,24,6,188,30M,,,0,Y,N,2018,8,21,2020,8,20
201801,AC,1,BBS,VS100DUR,105,24,-8,190,100M,,,0,N,Y,2017,2,6,2019,1,6
201801,AC,1,BBS,VS100DUR,89,24,8,163,100M,,,0,Y,N,2018,3,10,2020,2,10
201801,AC,1,BBS,PF100DUN,109,24,3,178,100M (FTTO),,,0,Y,N,2018,4,29,2020,4,28
201801,AC,1,BBS,EPXMXMDUXX,109,24,-25,527.84,10M,,,0,Y,Y,2016,6,1,2018,5,1
201801,AC,1,BBS,VS030DUR,108,24,7,150,30M,,,0,Y,N,2018,8,31,2020,8,30
201801,AC,1,BBS,VS100FSR,109,24,-10,368,100M,,,1,N,Y,2017,3,30,2019,3,29
201801,AC,1,BBS,VS030FSN,54,12,-6,268,30M,,,0,Y,Y,2018,1,8,2019,7,31
201801,AC,1,BBS,PF100DUR,109,24,7,336,100M (FTTO),,,0,Y,N,2018,9,18,2020,9,17
201801,AC,1,BBS,VS100DUN,10,24,14,336,100M,,,0,Y,N,2019,4,13,2021,12,4
201801,AC,1,BBS,VPXMXMDURN,105,24,15,127,10M,,,0,Y,N,2019,5,20,2021,5,19
201801,AC,1,BBS,VA6M6MFMRN,108,29,10,800,BELOW 10M,,,0,Y,N,2018,7,16,2020,12,15
201801,AC,1,BBS,VS100DUR,108,24,14,188,100M,,,1,N,N,2019,1,4,2021,3,31
201801,AC,1,BBS,VPXMXMDURN,76,24,20,119,10M,,,0,Y,N,2019,10,21,2021,10,20
201801,AC,1,BBS,VAXMXMFSRN1,109,24,11,265,10M,,,0,Y,N,2019,11,1,2021,10,1
201801,AC,1,BBS,VPXMXMDURN,109,24,5,155,10M,,,0,N,N,2018,7,22,2020,7,21
201801,AC,1,BBS,VPXMXMDURN,108,38,33,163,10M,,,0,N,N,2019,8,30,2022,10,29
201801,AC,1,BBS,VPXMXMDURN,109,12,-3,143,10M,,,0,N,Y,2018,1,11,2019,10,31
201801,AC,1,BBS,VPXMXMDUXX,109,24,11,181,10M,,,0,N,N,2019,1,1,2020,12,31
201801,AC,1,BBS,VAXMXMFSXX,108,25,2,238,10M,,,0,Y,N,2018,3,15,2020,4,14
201801,AC,1,BBS,PF100DUN,109,24,8,178,100M (FTTO),,,0,N,N,2018,12,10,2020,11,10
201801,AC,1,BBS,VPXMXMDURN,77,24,14,120,10M,,,0,N,N,2019,4,25,2021,4,24
201801,AC,1,BBS,VS030DUN,109,24,11,178,30M,,,0,Y,N,2019,8,1,2021,7,1
201801,AC,1,BBS,VS030DUN,67,24,5,193,30M,,,0,Y,N,2018,9,7,2020,8,7
201801,AC,1,BBS,VS100FSR,44,28,4,406,100M,,,0,Y,N,2018,2,22,2020,6,21
201801,AC,1,BBS,VPXMXMDURN,109,24,9,163,10M,,,0,Y,N,2018,11,20,2020,11,19
201801,AC,1,BBS,VPXMXMDURN,109,24,11,163,10M,,,0,Y,N,2019,1,1,2020,12,31
201801,AC,1,BBS,VS100DUN,53,24,18,194,100M,,,0,Y,N,2019,1,8,2021,7,31
